c_custkey,c_name,c_acctbal,c_address,n_name,c_phone,c_comment,deltaRevenue,revenue
874,Customer#000000874,5391.74,rdo knkGhtvpH6dbLkQon8QsrK1z4LFUpaVDTOn2,ALGERIA,10-886-494-4217,st the deposits. furiously even requests cajole slyly. bol,9132.8022,9132.8022
874,Customer#000000874,5391.74,rdo knkGhtvpH6dbLkQon8QsrK1z4LFUpaVDTOn2,ALGERIA,10-886-494-4217,st the deposits. furiously even requests cajole slyly. bol,54075.112,63207.9142
874,Customer#000000874,5391.74,rdo knkGhtvpH6dbLkQon8QsrK1z4LFUpaVDTOn2,ALGERIA,10-886-494-4217,st the deposits. furiously even requests cajole slyly. bol,25399.584,88607.4982
752,Customer#000000752,8363.66,KtdEacPUecPdPLt99kwZrnH9oIxUxpw,INDIA,18-924-993-6038,"mong the ironic, final waters. regular deposits above the fluffily ironic instructions",25022.1708,52299.3144
752,Customer#000000752,8363.66,KtdEacPUecPdPLt99kwZrnH9oIxUxpw,INDIA,18-924-993-6038,"mong the ironic, final waters. regular deposits above the fluffily ironic instructions",24906.1626,77205.477
752,Customer#000000752,8363.66,KtdEacPUecPdPLt99kwZrnH9oIxUxpw,INDIA,18-924-993-6038,"mong the ironic, final waters. regular deposits above the fluffily ironic instructions",32503.622999999996,109709.09999999999
1009,Customer#000001009,594.5,"cWONXs2Vx30bkgYoCkx7LrJH,E",JAPAN,22-132-906-1117,"ng to the stealthy, final courts cajole carefully alongside of the gifts? regular ideas above the furiously express ",36407.7252,185615.9427
1009,Customer#000001009,594.5,"cWONXs2Vx30bkgYoCkx7LrJH,E",JAPAN,22-132-906-1117,"ng to the stealthy, final courts cajole carefully alongside of the gifts? regular ideas above the furiously express ",2362.338,187978.2807
1009,Customer#000001009,594.5,"cWONXs2Vx30bkgYoCkx7LrJH,E",JAPAN,22-132-906-1117,"ng to the stealthy, final courts cajole carefully alongside of the gifts? regular ideas above the furiously express ",7832.108200000001,195810.3889
692,Customer#000000692,276.71,"d6XE9sg,  wINvIz8aZS b8n XuhAQU5",ROMANIA,29-804-421-1703,cuses. slyly even asymptotes doubt quickly. fluffily thin theodolites boost. ca,56469.4416,100749.3216
874,Customer#000000874,5391.74,rdo knkGhtvpH6dbLkQon8QsrK1z4LFUpaVDTOn2,ALGERIA,10-886-494-4217,st the deposits. furiously even requests cajole slyly. bol,39536.066999999995,128143.5652
874,Customer#000000874,5391.74,rdo knkGhtvpH6dbLkQon8QsrK1z4LFUpaVDTOn2,ALGERIA,10-886-494-4217,st the deposits. furiously even requests cajole slyly. bol,4831.954499999999,132975.5197
874,Customer#000000874,5391.74,rdo knkGhtvpH6dbLkQon8QsrK1z4LFUpaVDTOn2,ALGERIA,10-886-494-4217,st the deposits. furiously even requests cajole slyly. bol,18245.2725,151220.7922
874,Customer#000000874,5391.74,rdo knkGhtvpH6dbLkQon8QsrK1z4LFUpaVDTOn2,ALGERIA,10-886-494-4217,st the deposits. furiously even requests cajole slyly. bol,6372.2295,157593.02169999998
874,Customer#000000874,5391.74,rdo knkGhtvpH6dbLkQon8QsrK1z4LFUpaVDTOn2,ALGERIA,10-886-494-4217,st the deposits. furiously even requests cajole slyly. bol,7323.0912,164916.11289999998
1441,Customer#000001441,9465.15,"u0YYZb46w,pwKo5H9vz d6B9zK4BOHhG jx",UNITED KINGDOM,33-681-334-4499,nts haggle quietly quickly final accounts. slyly regular accounts among the sl,32318.19,268031.531
1441,Customer#000001441,9465.15,"u0YYZb46w,pwKo5H9vz d6B9zK4BOHhG jx",UNITED KINGDOM,33-681-334-4499,nts haggle quietly quickly final accounts. slyly regular accounts among the sl,2996.9478,271028.47880000004
1441,Customer#000001441,9465.15,"u0YYZb46w,pwKo5H9vz d6B9zK4BOHhG jx",UNITED KINGDOM,33-681-334-4499,nts haggle quietly quickly final accounts. slyly regular accounts among the sl,9610.965,280639.44380000007
1441,Customer#000001441,9465.15,"u0YYZb46w,pwKo5H9vz d6B9zK4BOHhG jx",UNITED KINGDOM,33-681-334-4499,nts haggle quietly quickly final accounts. slyly regular accounts among the sl,14065.949700000001,294705.39350000006
931,Customer#000000931,2409.69,"M,lWVafqdRIO, WnAyLLt",ALGERIA,10-349-498-1720,s the carefully regular packages: pending,5288.0544,5288.0544
1168,Customer#000001168,6194.65,gmAnpwPPg0LX4,PERU,27-608-883-2632,ses run according to the regular instructions. slyly regular foxes around the furiously ironic theodolites use fl,47254.3848,47254.3848
1168,Customer#000001168,6194.65,gmAnpwPPg0LX4,PERU,27-608-883-2632,ses run according to the regular instructions. slyly regular foxes around the furiously ironic theodolites use fl,6220.032,53474.4168
1168,Customer#000001168,6194.65,gmAnpwPPg0LX4,PERU,27-608-883-2632,ses run according to the regular instructions. slyly regular foxes around the furiously ironic theodolites use fl,10140.2688,63614.6856
1168,Customer#000001168,6194.65,gmAnpwPPg0LX4,PERU,27-608-883-2632,ses run according to the regular instructions. slyly regular foxes around the furiously ironic theodolites use fl,46486.86839999999,110101.55399999999
610,Customer#000000610,3374.92,Fo8RfPq1kgzD 0,IRAQ,21-782-663-7023,uriously final deposits against the deposits detect alongsi,52449.76,52449.76
610,Customer#000000610,3374.92,Fo8RfPq1kgzD 0,IRAQ,21-782-663-7023,uriously final deposits against the deposits detect alongsi,47674.972799999996,100124.7328
610,Customer#000000610,3374.92,Fo8RfPq1kgzD 0,IRAQ,21-782-663-7023,uriously final deposits against the deposits detect alongsi,54330.494399999996,154455.2272
610,Customer#000000610,3374.92,Fo8RfPq1kgzD 0,IRAQ,21-782-663-7023,uriously final deposits against the deposits detect alongsi,4396.523999999999,158851.7512
898,Customer#000000898,8137.24,"JrvrIEzAre,VJzJCi3SEmib1T2,YVXVvOGxaVZwR",CANADA,13-265-738-4361,s haggle around the special dependencies. slyly regular requests are according to the idly sly ideas! fluffily final,34247.644,34247.644
898,Customer#000000898,8137.24,"JrvrIEzAre,VJzJCi3SEmib1T2,YVXVvOGxaVZwR",CANADA,13-265-738-4361,s haggle around the special dependencies. slyly regular requests are according to the idly sly ideas! fluffily final,41348.2707,75595.9147
263,Customer#000000263,1162.03,"Y2pxeGWkTyaq,0RCzIbZ3",ARGENTINA,11-276-906-3193,usly ironic theodolites cajole furiously. final ep,15106.396799999999,15106.396799999999
263,Customer#000000263,1162.03,"Y2pxeGWkTyaq,0RCzIbZ3",ARGENTINA,11-276-906-3193,usly ironic theodolites cajole furiously. final ep,55802.376,70908.77279999999
238,Customer#000000238,3482.32,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,MOZAMBIQUE,26-307-925-1236,"uffily ironic theodolites are. regular, regular ideas cajole according to the blithely pending epitaphs. slyly ",26144.749499999998,79366.32149999999
238,Customer#000000238,3482.32,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,MOZAMBIQUE,26-307-925-1236,"uffily ironic theodolites are. regular, regular ideas cajole according to the blithely pending epitaphs. slyly ",54122.837999999996,133489.15949999998
238,Customer#000000238,3482.32,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,MOZAMBIQUE,26-307-925-1236,"uffily ironic theodolites are. regular, regular ideas cajole according to the blithely pending epitaphs. slyly ",66129.48,199618.6395
238,Customer#000000238,3482.32,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,MOZAMBIQUE,26-307-925-1236,"uffily ironic theodolites are. regular, regular ideas cajole according to the blithely pending epitaphs. slyly ",886.572,200505.21149999998
238,Customer#000000238,3482.32,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,MOZAMBIQUE,26-307-925-1236,"uffily ironic theodolites are. regular, regular ideas cajole according to the blithely pending epitaphs. slyly ",1976.2182,202481.42969999998
568,Customer#000000568,1317.56,"ZddVCnzeABTTBgV3GvkvNtw9,KOHHpME2GELhz",JORDAN,23-603-795-8611,gular decoys haggle slyly. blithely special packages slee,36130.64,36130.64
1495,Customer#000001495,6227.55,"78w5H7VJSo0Ps,jqeoCWS4Kay17ygM4RtIH",IRAN,20-416-910-7075,"osely blithe, ironic foxes. regular dependencies use blithely about ",22961.241599999998,57148.6186
1495,Customer#000001495,6227.55,"78w5H7VJSo0Ps,jqeoCWS4Kay17ygM4RtIH",IRAN,20-416-910-7075,"osely blithe, ironic foxes. regular dependencies use blithely about ",39374.903699999995,96523.5223
1447,Customer#000001447,2718.02,"pHkyNkViDja,dZVNg4bEEbicpoHIVDZvtQi8RPl",PERU,27-452-251-2941,"ously around the accounts. packages haggle blithely ironic, idle ac",14646.495599999998,45043.498600000006
1447,Customer#000001447,2718.02,"pHkyNkViDja,dZVNg4bEEbicpoHIVDZvtQi8RPl",PERU,27-452-251-2941,"ously around the accounts. packages haggle blithely ironic, idle ac",36474.8384,81518.337
1447,Customer#000001447,2718.02,"pHkyNkViDja,dZVNg4bEEbicpoHIVDZvtQi8RPl",PERU,27-452-251-2941,"ously around the accounts. packages haggle blithely ironic, idle ac",31916.591999999997,113434.929
1447,Customer#000001447,2718.02,"pHkyNkViDja,dZVNg4bEEbicpoHIVDZvtQi8RPl",PERU,27-452-251-2941,"ously around the accounts. packages haggle blithely ironic, idle ac",1821.92,115256.849
1447,Customer#000001447,2718.02,"pHkyNkViDja,dZVNg4bEEbicpoHIVDZvtQi8RPl",PERU,27-452-251-2941,"ously around the accounts. packages haggle blithely ironic, idle ac",7945.6575,123202.5065
691,Customer#000000691,9566.15,0RkDX6OLU1hISYCLmdLD C,MOZAMBIQUE,26-741-688-4189,"p. ironic, regular foxes against the ironic, special theodolites nod carefully quietly unusu",43251.372,43251.372
691,Customer#000000691,9566.15,0RkDX6OLU1hISYCLmdLD C,MOZAMBIQUE,26-741-688-4189,"p. ironic, regular foxes against the ironic, special theodolites nod carefully quietly unusu",41132.2548,84383.6268
691,Customer#000000691,9566.15,0RkDX6OLU1hISYCLmdLD C,MOZAMBIQUE,26-741-688-4189,"p. ironic, regular foxes against the ironic, special theodolites nod carefully quietly unusu",16692.633,101076.2598
1255,Customer#000001255,6487.71,UC6I32JjBU62t4WgDe e2pDYbuM3VAt4MPM,KENYA,24-359-633-2713,s deposits sleep. blithely ironic dependencies wake. blithely even theodolites sleep. blithely ,39072.6573,39072.6573
1255,Customer#000001255,6487.71,UC6I32JjBU62t4WgDe e2pDYbuM3VAt4MPM,KENYA,24-359-633-2713,s deposits sleep. blithely ironic dependencies wake. blithely even theodolites sleep. blithely ,51652.419,90725.0763
1255,Customer#000001255,6487.71,UC6I32JjBU62t4WgDe e2pDYbuM3VAt4MPM,KENYA,24-359-633-2713,s deposits sleep. blithely ironic dependencies wake. blithely even theodolites sleep. blithely ,1536.8245,92261.9008
1255,Customer#000001255,6487.71,UC6I32JjBU62t4WgDe e2pDYbuM3VAt4MPM,KENYA,24-359-633-2713,s deposits sleep. blithely ironic dependencies wake. blithely even theodolites sleep. blithely ,7336.1655,99598.0663
1099,Customer#000001099,8990.07,2ZiU64au LN0 GUxY8,ARGENTINA,11-128-186-5241,ckages: blithely ironic theodolites cajole furiously. f,29437.8898,69845.53540000001
1099,Customer#000001099,8990.07,2ZiU64au LN0 GUxY8,ARGENTINA,11-128-186-5241,ckages: blithely ironic theodolites cajole furiously. f,7402.3488,77247.8842
1099,Customer#000001099,8990.07,2ZiU64au LN0 GUxY8,ARGENTINA,11-128-186-5241,ckages: blithely ironic theodolites cajole furiously. f,46888.74,124136.62419999999
407,Customer#000000407,9537.08,cfCP9bE3HnI,ARGENTINA,11-975-454-8499,ect among the carefully regular theodolites. regular dep,19791.954,108220.931
407,Customer#000000407,9537.08,cfCP9bE3HnI,ARGENTINA,11-975-454-8499,ect among the carefully regular theodolites. regular dep,57449.952,165670.883
754,Customer#000000754,-566.86,8r5wwhhlL9MkAxOhRK,ALGERIA,10-646-595-5871,er regular accounts against the furiously unusual somas sleep carefull,60250.224,77811.53700000001
754,Customer#000000754,-566.86,8r5wwhhlL9MkAxOhRK,ALGERIA,10-646-595-5871,er regular accounts against the furiously unusual somas sleep carefull,29288.5098,107100.04680000001
754,Customer#000000754,-566.86,8r5wwhhlL9MkAxOhRK,ALGERIA,10-646-595-5871,er regular accounts against the furiously unusual somas sleep carefull,49504.40549999999,156604.4523
1151,Customer#000001151,6354.89,ratQBQ4rYv TfhWfHe,GERMANY,17-948-135-2667,l requests. furiously bold orbits after the furiously ironic excuses sleep,91126.53,166373.8833
1151,Customer#000001151,6354.89,ratQBQ4rYv TfhWfHe,GERMANY,17-948-135-2667,l requests. furiously bold orbits after the furiously ironic excuses sleep,40766.688,207140.57129999998
562,Customer#000000562,9234.5,"04xjB,zuffnhVyEY0 PeiJPtdjh 0ji",MOROCCO,25-271-465-6971,accounts. ideas cajole. quick,34314.32399999999,34314.32399999999
562,Customer#000000562,9234.5,"04xjB,zuffnhVyEY0 PeiJPtdjh 0ji",MOROCCO,25-271-465-6971,accounts. ideas cajole. quick,8703.3,43017.623999999996
1463,Customer#000001463,6039.64,WD3OuRpJ0NVj2qslrTkUPmeJqVx5,GERMANY,17-980-394-5868,s. blithely even courts wake quickly: quickly silent pains doubt slyly. slyl,1550.538,1550.538
562,Customer#000000562,9234.5,"04xjB,zuffnhVyEY0 PeiJPtdjh 0ji",MOROCCO,25-271-465-6971,accounts. ideas cajole. quick,66186.74699999999,109204.37099999998
562,Customer#000000562,9234.5,"04xjB,zuffnhVyEY0 PeiJPtdjh 0ji",MOROCCO,25-271-465-6971,accounts. ideas cajole. quick,4520.7168,113725.08779999998
1292,Customer#000001292,5509.11,QVr2XTDOMzWcLKHtNgrLK,VIETNAM,31-966-407-1575,haggle. special foxes sleep blithely,10421.649599999999,10421.649599999999
505,Customer#000000505,6557.51,"MAUkwAyEvg61RlCMomspMs0WzYa,Ns",BRAZIL,12-530-647-8313,mptotes haggle around the theodolites. furiously bold accounts detect quickly packages. special pinto beans ,44508.2198,44508.2198
505,Customer#000000505,6557.51,"MAUkwAyEvg61RlCMomspMs0WzYa,Ns",BRAZIL,12-530-647-8313,mptotes haggle around the theodolites. furiously bold accounts detect quickly packages. special pinto beans ,67860.08189999999,112368.30169999998
331,Customer#000000331,170.27,"Ug e2IBbl,LJuqjNz5XeQV",ETHIOPIA,15-411-430-7917,r the silent ideas. carefully ironic deposits was carefully above the furiously even excuses. evenly regu,34281.566999999995,34281.566999999995
331,Customer#000000331,170.27,"Ug e2IBbl,LJuqjNz5XeQV",ETHIOPIA,15-411-430-7917,r the silent ideas. carefully ironic deposits was carefully above the furiously even excuses. evenly regu,1533.2499,35814.8169
991,Customer#000000991,6533.53,dK1Gzw1glT,VIETNAM,31-977-971-6175,n somas. slyly ironic instructions solve quickly at the final dolphins. requests cajole carefully,7724.5464999999995,7724.5464999999995
991,Customer#000000991,6533.53,dK1Gzw1glT,VIETNAM,31-977-971-6175,n somas. slyly ironic instructions solve quickly at the final dolphins. requests cajole carefully,45992.184,53716.7305
43,Customer#000000043,9904.28,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,ROMANIA,29-316-665-2897,ial requests: carefully pending foxes detect quickly. carefully final courts cajole quickly. carefully,22622.784,22622.784
43,Customer#000000043,9904.28,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,ROMANIA,29-316-665-2897,ial requests: carefully pending foxes detect quickly. carefully final courts cajole quickly. carefully,6051.8185,28674.6025
247,Customer#000000247,8495.92,N8q4W4QQG2mHY47Dg6,SAUDI ARABIA,30-151-905-3513,es affix furiously regular deposits. blithely ironic asymptotes after the blithely e,46360.944,46360.944
247,Customer#000000247,8495.92,N8q4W4QQG2mHY47Dg6,SAUDI ARABIA,30-151-905-3513,es affix furiously regular deposits. blithely ironic asymptotes after the blithely e,55847.3856,102208.3296
208,Customer#000000208,6239.89,"Abye1MwcNfY0KO6yqv,Wwe",ROMANIA,29-859-139-6234,le carefully according to the quickly silent packages. quickly ironic packages affix according to the ruthles,23660.990100000003,23660.990100000003
743,Customer#000000743,8450.37,WJ  lVLsFSgZJCHHLqwRmvCjWvYlCs0c2TvO,SAUDI ARABIA,30-743-559-7934,ptotes. furiously even accounts haggle slyly. ironic foxes sl,41056.74,199001.53710000002
743,Customer#000000743,8450.37,WJ  lVLsFSgZJCHHLqwRmvCjWvYlCs0c2TvO,SAUDI ARABIA,30-743-559-7934,ptotes. furiously even accounts haggle slyly. ironic foxes sl,39784.473000000005,238786.0101
247,Customer#000000247,8495.92,N8q4W4QQG2mHY47Dg6,SAUDI ARABIA,30-151-905-3513,es affix furiously regular deposits. blithely ironic asymptotes after the blithely e,33769.6128,135977.9424
247,Customer#000000247,8495.92,N8q4W4QQG2mHY47Dg6,SAUDI ARABIA,30-151-905-3513,es affix furiously regular deposits. blithely ironic asymptotes after the blithely e,57630.636,193608.5784
1118,Customer#000001118,4130.18,"QHg,DNvEVXaYoCdrywazjAJ",IRAQ,21-583-715-8627,y regular requests above the blithely ironic accounts use slyly bold packages: regular pinto beans eat carefully spe,18522.0763,243106.90899999999
1118,Customer#000001118,4130.18,"QHg,DNvEVXaYoCdrywazjAJ",IRAQ,21-583-715-8627,y regular requests above the blithely ironic accounts use slyly bold packages: regular pinto beans eat carefully spe,36078.34559999999,279185.2546
1118,Customer#000001118,4130.18,"QHg,DNvEVXaYoCdrywazjAJ",IRAQ,21-583-715-8627,y regular requests above the blithely ironic accounts use slyly bold packages: regular pinto beans eat carefully spe,38001.205,317186.4596
1118,Customer#000001118,4130.18,"QHg,DNvEVXaYoCdrywazjAJ",IRAQ,21-583-715-8627,y regular requests above the blithely ironic accounts use slyly bold packages: regular pinto beans eat carefully spe,2689.2684,319875.728
1336,Customer#000001336,1490.21,E4MeTLnSTIOlWkLDwmG7QPf 9Dq,MOZAMBIQUE,26-350-110-5043,ts after the deposits are quickly deposits! blithely regular theodolites integrate above the slyly pending ,15074.9872,15074.9872
1336,Customer#000001336,1490.21,E4MeTLnSTIOlWkLDwmG7QPf 9Dq,MOZAMBIQUE,26-350-110-5043,ts after the deposits are quickly deposits! blithely regular theodolites integrate above the slyly pending ,15905.914499999999,30980.9017
703,Customer#000000703,3998.42,ge1GEYt4ewGUiSeqBA4rNB5JhyQ92uKF,FRANCE,16-741-513-6919,arefully final accounts cajole quickly blith,18177.744000000002,18177.744000000002
703,Customer#000000703,3998.42,ge1GEYt4ewGUiSeqBA4rNB5JhyQ92uKF,FRANCE,16-741-513-6919,arefully final accounts cajole quickly blith,8605.371,26783.115
703,Customer#000000703,3998.42,ge1GEYt4ewGUiSeqBA4rNB5JhyQ92uKF,FRANCE,16-741-513-6919,arefully final accounts cajole quickly blith,16620.2232,43403.3382
328,Customer#000000328,6709.9,9pu j2HoEf1uhiY3jxE9l9fCRfjoVU,ETHIOPIA,15-817-180-1487,y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi,44634.051,162719.4936
328,Customer#000000328,6709.9,9pu j2HoEf1uhiY3jxE9l9fCRfjoVU,ETHIOPIA,15-817-180-1487,y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi,33940.44,196659.9336
328,Customer#000000328,6709.9,9pu j2HoEf1uhiY3jxE9l9fCRfjoVU,ETHIOPIA,15-817-180-1487,y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi,35562.993599999994,232222.92719999998
328,Customer#000000328,6709.9,9pu j2HoEf1uhiY3jxE9l9fCRfjoVU,ETHIOPIA,15-817-180-1487,y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi,33479.1,265702.02719999995
727,Customer#000000727,807.37,wLIX8hKnk0qjUAAGqm,CHINA,28-815-316-3525, requests-- quickly regular pinto beans need to detect ,40823.2036,40823.2036
727,Customer#000000727,807.37,wLIX8hKnk0qjUAAGqm,CHINA,28-815-316-3525, requests-- quickly regular pinto beans need to detect ,10483.199999999999,51306.4036
727,Customer#000000727,807.37,wLIX8hKnk0qjUAAGqm,CHINA,28-815-316-3525, requests-- quickly regular pinto beans need to detect ,47126.810699999995,98433.21429999999
694,Customer#000000694,2222.65,"3ToF2HqyF9mEcP1QgW NMN,6,KsFq6x4u14MS",IRAN,20-646-375-1939,efully final requests detect blithely. furiously ironic p,53706.378,53706.378
694,Customer#000000694,2222.65,"3ToF2HqyF9mEcP1QgW NMN,6,KsFq6x4u14MS",IRAN,20-646-375-1939,efully final requests detect blithely. furiously ironic p,69299.51699999999,123005.89499999999
371,Customer#000000371,7789.14,dnxjCYwhuSHx 9KX38nV0R16fG,RUSSIA,32-119-346-2028,"equests shall boost furiously special pinto beans. express, ironic ideas sleep across the ironi",31000.889799999997,31000.889799999997
371,Customer#000000371,7789.14,dnxjCYwhuSHx 9KX38nV0R16fG,RUSSIA,32-119-346-2028,"equests shall boost furiously special pinto beans. express, ironic ideas sleep across the ironi",57953.464799999994,88954.35459999999
239,Customer#000000239,5398.77,w8eRmMOmUTjVOkucbfcGDh2AqCixTOC,INDONESIA,19-699-117-6988,uctions. furiously even dolphins haggle fluffily according to the furiously regular dep,33255.684,33255.684
239,Customer#000000239,5398.77,w8eRmMOmUTjVOkucbfcGDh2AqCixTOC,INDONESIA,19-699-117-6988,uctions. furiously even dolphins haggle fluffily according to the furiously regular dep,10460.34,43716.024000000005
382,Customer#000000382,6269.42,"UdgAMamK5JnSykA,ZPfR5W5zRFatDUye",INDIA,18-942-650-6657,. blithely express notornis according to the blithely even requests are never fina,51436.439999999995,167257.121
382,Customer#000000382,6269.42,"UdgAMamK5JnSykA,ZPfR5W5zRFatDUye",INDIA,18-942-650-6657,. blithely express notornis according to the blithely even requests are never fina,45050.860799999995,212307.9818
1013,Customer#000001013,-951.53,k5rfeOtchP1  w,MOROCCO,25-725-599-1183,idle packages cajole regular asymptotes. carefully express forg,47113.862400000005,66174.5808
1013,Customer#000001013,-951.53,k5rfeOtchP1  w,MOROCCO,25-725-599-1183,idle packages cajole regular asymptotes. carefully express forg,32059.5366,98234.11739999999
562,Customer#000000562,9234.5,"04xjB,zuffnhVyEY0 PeiJPtdjh 0ji",MOROCCO,25-271-465-6971,accounts. ideas cajole. quick,54127.116,167852.2038
562,Customer#000000562,9234.5,"04xjB,zuffnhVyEY0 PeiJPtdjh 0ji",MOROCCO,25-271-465-6971,accounts. ideas cajole. quick,24958.612800000003,192810.8166
562,Customer#000000562,9234.5,"04xjB,zuffnhVyEY0 PeiJPtdjh 0ji",MOROCCO,25-271-465-6971,accounts. ideas cajole. quick,29484.324,222295.14059999998
1247,Customer#000001247,1696.95,"q5,Og3ezW3jSUtbwK 6qLJPqPwCwdL",ALGERIA,10-386-173-3167,s against the quickly unusual ideas are blithely packages. accounts sleep quickly. regular,45885.312,86996.8982
1247,Customer#000001247,1696.95,"q5,Og3ezW3jSUtbwK 6qLJPqPwCwdL",ALGERIA,10-386-173-3167,s against the quickly unusual ideas are blithely packages. accounts sleep quickly. regular,72722.348,159719.2462
1247,Customer#000001247,1696.95,"q5,Og3ezW3jSUtbwK 6qLJPqPwCwdL",ALGERIA,10-386-173-3167,s against the quickly unusual ideas are blithely packages. accounts sleep quickly. regular,34724.376000000004,194443.62219999998
796,Customer#000000796,2584.23,79bj5Rk3jJj9ked7M,CANADA,13-554-411-6773,re slyly even deposits. pending pac,77921.27999999998,77921.27999999998
796,Customer#000000796,2584.23,79bj5Rk3jJj9ked7M,CANADA,13-554-411-6773,re slyly even deposits. pending pac,24159.1878,102080.46779999998
724,Customer#000000724,3035.29,dF80enl1y5MfccEMqYz0JSY,ETHIOPIA,15-316-638-4703,s. bold accounts about the carefully final packages detect slyly pending platele,12699.9895,12699.9895
1000,Customer#000001000,-881.7,hzM1shTwWlLuk,RUSSIA,32-730-275-2976," closely against the slyly special deposits. regular, ironic p",51385.576,109727.576
1000,Customer#000001000,-881.7,hzM1shTwWlLuk,RUSSIA,32-730-275-2976," closely against the slyly special deposits. regular, ironic p",47481.75,157209.326
1000,Customer#000001000,-881.7,hzM1shTwWlLuk,RUSSIA,32-730-275-2976," closely against the slyly special deposits. regular, ironic p",28076.480499999998,185285.8065
1000,Customer#000001000,-881.7,hzM1shTwWlLuk,RUSSIA,32-730-275-2976," closely against the slyly special deposits. regular, ironic p",41692.688,226978.4945
995,Customer#000000995,-341.79,5tCSAsm4qL5OvHdRZsiwSlVTdqPZws3f,JORDAN,23-272-700-1002,wake slyly fluffily unusual requests. stealthily regular pinto beans are along the slyly final dugouts. slyly ,46796.82,46796.82
718,Customer#000000718,8438.4,"w,GXCSSI4NEHAFPKG",SAUDI ARABIA,30-605-635-8197," regular packages-- pinto beans detect ironically. furiously even accounts detect unusual, pendin",80150.77,80150.77
718,Customer#000000718,8438.4,"w,GXCSSI4NEHAFPKG",SAUDI ARABIA,30-605-635-8197," regular packages-- pinto beans detect ironically. furiously even accounts detect unusual, pendin",8200.6106,88351.3806
718,Customer#000000718,8438.4,"w,GXCSSI4NEHAFPKG",SAUDI ARABIA,30-605-635-8197," regular packages-- pinto beans detect ironically. furiously even accounts detect unusual, pendin",4415.1444,92766.52500000001
430,Customer#000000430,7905.17,"s2yfPEGGOqHfgkVSs5Rs6 qh,SuVmR",CANADA,13-406-611-4228,ly slyly ironic attainments. slyly special instructions until the deposits nag quickly whithout the bo,49642.096000000005,49642.096000000005
430,Customer#000000430,7905.17,"s2yfPEGGOqHfgkVSs5Rs6 qh,SuVmR",CANADA,13-406-611-4228,ly slyly ironic attainments. slyly special instructions until the deposits nag quickly whithout the bo,62627.16,112269.25600000001
430,Customer#000000430,7905.17,"s2yfPEGGOqHfgkVSs5Rs6 qh,SuVmR",CANADA,13-406-611-4228,ly slyly ironic attainments. slyly special instructions until the deposits nag quickly whithout the bo,48031.488,160300.744
886,Customer#000000886,1194.33,QOTGbGPJjNPD7IrfAILA1da,JAPAN,22-771-691-7229,"slyly even foxes according to the pending, special accounts use carefully against the courts. regular,",15640.47,51277.477999999996
796,Customer#000000796,2584.23,79bj5Rk3jJj9ked7M,CANADA,13-554-411-6773,re slyly even deposits. pending pac,35249.697,137330.16479999997
739,Customer#000000739,6344.18,pAROUfTi3wCEHi1PXu,KENYA,24-309-302-6776,ly regular accounts. blithely final theodolites sleep blithely. furiously regular decoys cajole blithely. bold de,6047.1720000000005,6047.1720000000005
739,Customer#000000739,6344.18,pAROUfTi3wCEHi1PXu,KENYA,24-309-302-6776,ly regular accounts. blithely final theodolites sleep blithely. furiously regular decoys cajole blithely. bold de,10359.9328,16407.1048
739,Customer#000000739,6344.18,pAROUfTi3wCEHi1PXu,KENYA,24-309-302-6776,ly regular accounts. blithely final theodolites sleep blithely. furiously regular decoys cajole blithely. bold de,28641.141000000003,45048.245800000004
739,Customer#000000739,6344.18,pAROUfTi3wCEHi1PXu,KENYA,24-309-302-6776,ly regular accounts. blithely final theodolites sleep blithely. furiously regular decoys cajole blithely. bold de,37772.1792,82820.425
739,Customer#000000739,6344.18,pAROUfTi3wCEHi1PXu,KENYA,24-309-302-6776,ly regular accounts. blithely final theodolites sleep blithely. furiously regular decoys cajole blithely. bold de,43506.6276,126327.0526
739,Customer#000000739,6344.18,pAROUfTi3wCEHi1PXu,KENYA,24-309-302-6776,ly regular accounts. blithely final theodolites sleep blithely. furiously regular decoys cajole blithely. bold de,12388.284999999998,138715.3376
311,Customer#000000311,6589.5,dvpNARle3mR19GD4s2gpEbkL2mZV3uvV6P,UNITED KINGDOM,33-919-292-8822,essly even escapades. blithely regular Tiresias cajole blithely furiously close packages. furiously ironic pi,34740.96,34740.96
311,Customer#000000311,6589.5,dvpNARle3mR19GD4s2gpEbkL2mZV3uvV6P,UNITED KINGDOM,33-919-292-8822,essly even escapades. blithely regular Tiresias cajole blithely furiously close packages. furiously ironic pi,6741.098,41482.058
946,Customer#000000946,2990.73,ufHQOmRhQoLSiyfQ,VIETNAM,31-152-357-9762,ly after the furiously regular asymptotes. foxes play quickly ironic packages. dinos along the silently expre,12050.3295,58517.248700000004
